p,r,w,v,T,d
19,0,7,3,45,132
17,0,25,1,69,92
19,2,15,3,119,124
13,0,21,1,99,103
20,4,24,2,110,120
22,1,5,3,143,167
14,3,13,2,83,113
12,3,5,4,121,141
16,1,7,4,59,63
15,7,20,4,95,132
13,1,22,1,120,46
12,20,22,1,73,144
14,3,6,1,117,57
20,5,20,3,69,156
13,3,22,3,81,214
14,6,12,4,119,84
19,8,24,4,104,91
16,6,19,2,31,231
16,4,21,4,121,177
10,18,14,2,109,102
15,37,6,1,93,210
24,3,18,4,78,63
11,8,13,1,145,73
19,9,14,2,164,161
13,15,25,1,77,135
20,12,23,1,102,252
12,20,20,2,71,174
17,50,15,2,118,222
16,17,15,1,46,142
20,11,19,2,83,49
4,28,10,4,64,111
8,24,5,4,103,97
16,16,21,4,117,115
11,20,24,4,92,118
24,42,21,4,28,177
14,43,6,2,93,150
19,67,17,2,53,123
18,29,23,3,82,180
22,14,15,3,33,110
15,19,11,1,152,46
7,43,22,1,146,233
18,32,22,2,80,157
11,5,7,3,100,36
10,40,14,2,132,127
11,11,7,2,98,116
7,28,8,2,102,91
16,36,24,1,107,150
14,23,24,3,58,163
15,12,15,3,127,153
11,61,14,2,89,207
17,31,7,2,116,187
15,63,25,2,87,206
16,40,13,4,89,249
12,33,17,3,26,166
18,20,20,3,117,81
14,27,8,2,113,200
16,14,8,4,72,158
20,35,23,2,91,154
20,72,12,2,121,251
4,110,24,4,37,154
22,65,9,1,55,153
17,47,15,2,88,187
20,77,11,4,82,173
18,49,10,4,86,209
11,24,9,4,48,150
17,81,22,2,89,227
17,123,22,2,116,266
13,62,24,3,137,233
21,42,15,3,35,184
18,128,20,3,102,221
14,54,6,1,110,265
21,26,21,3,64,176
17,27,11,3,85,191
19,18,7,1,67,193
15,57,20,2,68,176
21,140,13,3,102,336
12,141,18,4,77,203
20,19,24,2,94,187
8,39,24,4,88,106
12,20,7,2,98,213
22,74,5,3,86,173
17,88,15,4,133,254
22,76,19,2,143,159
21,31,24,2,78,152
8,78,20,4,53,96
10,11,18,1,84,71
13,93,17,4,67,173
25,54,12,1,121,213
26,82,10,4,54,258
16,83,7,4,100,196
20,70,18,4,62,229
13,113,21,4,109,206
12,114,22,2,34,298
14,12,23,3,72,184
8,117,24,4,120,324
8,74,8,3,105,173
26,12,7,2,57,160
21,48,16,1,57,166
14,122,17,4,150,274
15,37,22,1,135,177
18,186,10,1,97,334
23,63,9,2,64,231
13,25,10,1,105,231
13,26,5,4,58,155
18,39,22,4,83,176
14,98,15,4,151,248
19,197,25,2,118,322
15,83,7,4,110,291
15,134,17,2,118,155
19,203,17,3,70,372
10,14,23,1,53,146
12,207,23,4,88,256
18,28,12,2,52,56
21,14,6,4,126,208
6,124,17,3,68,286
15,14,5,4,100,55
11,108,8,1,111,261
16,44,7,3,75,165
15,29,14,1,73,102
21,59,11,3,75,116
16,130,22,3,80,239
20,113,8,4,140,181
18,151,5,3,101,199
14,134,17,3,85,223
17,96,11,1,49,248
14,136,23,2,99,160
9,137,21,1,115,189
2,99,15,4,125,238
8,238,14,4,87,271
16,64,15,1,122,144
25,242,18,2,151,354
23,163,7,2,121,346
14,82,21,4,123,264
16,165,15,3,161,292
15,146,6,3,106,281
13,126,10,4,113,281
16,68,5,4,144,238
24,170,14,3,98,210
10,107,24,4,74,302
17,17,8,2,56,179
11,35,7,3,95,146
20,70,5,1,113,228
16,71,24,1,45,301
21,266,13,4,106,376
23,18,10,2,88,178
8,135,18,1,97,313
22,72,18,2,124,212
18,137,21,3,127,318
19,73,8,4,110,264
11,37,6,3,103,192
21,163,25,3,124,388
12,141,17,1,70,202
17,94,10,2,92,265
22,19,13,1,126,178
16,38,17,1,47,96
22,289,11,1,93,415
7,97,23,3,120,194
15,39,10,1,61,248
22,147,11,4,141,335
13,123,23,1,56,312
16,60,16,3,113,168
26,200,6,3,113,340
15,126,25,1,112,228
14,126,17,3,111,265
18,153,24,2,44,181
15,307,23,3,134,418
13,103,25,4,121,253
18,104,16,1,66,258
11,83,19,4,113,199
12,21,25,2,54,179
24,21,16,3,108,111
16,159,20,1,85,248
13,213,12,2,100,340
3,215,16,3,102,328
12,43,9,4,94,154
23,190,11,2,88,355
14,66,14,3,26,215
21,192,18,4,85,250
9,66,18,2,54,258
16,222,12,3,92,353
10,140,8,4,79,201
15,225,11,2,90,246
15,113,5,2,130,279
24,341,21,2,102,476
3,46,10,3,105,147
12,201,9,2,73,262
6,23,19,1,55,176
10,116,6,3,137,167
12,117,10,4,145,279
20,205,7,1,68,341
11,24,9,4,56,250
18,47,22,4,77,186
16,71,13,2,70,128
6,210,8,3,102,300
15,72,23,3,70,177
21,212,6,4,101,290
18,182,6,1,99,296
12,367,8,4,117,498
12,215,11,2,36,283
15,123,24,4,98,298
