p,r,w,v,T,d
13,0,18,3,59,83
19,1,14,2,29,207
9,1,12,3,19,136
20,1,10,3,50,136
15,1,20,3,5,132
26,1,19,2,42,181
17,1,11,1,25,68
12,1,10,2,49,141
23,4,25,4,62,76
8,5,20,3,13,95
22,5,6,2,51,204
18,7,25,2,78,117
13,3,18,3,7,26
12,3,8,1,13,126
12,9,8,1,75,223
10,3,16,4,26,151
11,2,12,2,7,120
10,7,6,4,19,114
18,1,22,3,48,238
19,6,8,3,90,107
14,11,11,4,2,180
14,13,18,1,66,194
3,10,17,3,76,91
14,6,6,4,74,126
15,9,7,2,77,124
25,10,21,4,60,198
3,16,21,1,71,111
28,17,15,1,98,161
9,3,10,3,91,139
20,16,18,3,75,240
7,28,25,3,18,186
16,6,23,1,57,196
16,2,21,3,41,125
9,6,17,1,46,134
20,31,16,1,48,158
13,22,20,1,70,79
5,17,10,2,67,145
18,34,9,3,76,198
12,9,20,1,81,128
10,2,24,4,9,111
15,5,21,2,50,127
13,13,22,4,7,190
21,16,5,4,38,148
20,40,11,2,21,174
21,14,7,3,98,161
8,28,17,1,19,157
14,6,14,1,52,105
20,22,6,2,68,137
13,15,16,2,60,160
12,15,6,4,64,207
22,19,10,1,26,165
10,3,25,4,68,117
23,16,24,1,93,206
22,20,15,1,14,130
19,7,18,2,78,199
7,25,12,4,20,110
9,35,14,3,97,247
12,35,8,3,9,57
9,18,21,4,10,73
8,15,17,3,93,163
8,32,5,4,4,76
15,38,16,1,16,84
22,33,20,2,10,74
12,39,19,3,51,241
12,40,17,1,48,147
20,30,19,4,40,182
13,8,8,4,27,153
18,12,18,1,43,94
16,63,20,2,74,210
23,13,25,4,91,113
22,13,19,4,100,178
4,13,12,2,78,143
19,39,19,1,84,157
21,34,14,1,61,100
24,40,15,1,74,173
1,5,18,4,36,94
15,14,14,1,42,148
18,42,22,1,25,172
13,10,11,2,54,113
19,5,13,2,35,132
12,74,22,1,60,223
8,31,19,2,81,143
8,51,6,3,85,248
21,5,22,2,64,108
24,5,24,1,26,127
14,5,12,1,66,36
16,40,17,1,41,228
12,47,19,2,14,179
14,48,20,4,57,124
19,55,24,1,22,210
6,6,23,3,90,99
18,84,17,3,94,198
15,43,23,1,72,179
17,11,22,2,35,122
17,12,9,4,25,127
20,59,25,3,100,133
20,24,7,1,63,148
11,37,24,2,99,245
18,61,21,4,68,219
14,24,7,4,26,191
20,25,23,3,86,102
16,47,15,4,51,165
10,13,6,1,35,69
15,95,16,1,57,230
17,48,20,3,56,88
17,26,13,3,47,108
17,20,15,1,1,135
18,26,6,4,6,199
12,20,22,2,39,141
20,34,20,3,87,98
15,20,23,4,70,73
17,34,21,4,62,165
14,104,9,4,56,228
12,35,13,4,100,179
13,21,11,3,57,158
22,107,6,4,78,221
16,36,25,1,54,183
23,45,18,2,43,100
14,46,17,3,52,121
12,46,22,4,52,127
20,7,14,2,19,127
16,22,7,4,69,88
20,38,12,4,67,89
17,66,5,3,8,200
21,15,9,2,75,147
7,58,22,2,74,126
18,49,24,4,99,238
17,69,14,2,14,188
19,16,22,2,99,207
15,16,18,1,33,79
13,32,13,1,96,159
19,71,15,2,69,298
16,8,15,4,82,101
21,8,17,4,99,124
19,124,11,4,3,327
18,25,14,3,40,68
18,63,16,1,53,158
14,8,24,3,21,106
12,53,25,2,18,83
15,43,11,4,54,226
9,17,13,2,95,75
14,35,7,1,50,190
14,18,20,4,52,65
24,55,18,4,22,282
21,56,20,1,15,179
17,78,8,1,47,190
11,135,21,2,84,273
20,136,16,3,37,320
18,69,25,4,6,141
22,18,18,2,98,165
8,81,7,4,60,196
14,70,18,4,70,193
23,94,24,4,88,192
13,38,12,4,65,207
17,10,23,1,4,122
15,48,12,2,57,166
15,39,5,3,78,96
4,10,25,1,3,172
17,61,6,4,64,159
28,98,22,1,35,166
18,40,19,3,46,168
20,50,14,2,46,152
23,100,22,2,7,311
27,10,9,4,37,112
22,152,11,1,73,294
15,153,22,3,74,294
9,31,20,4,32,181
13,64,10,1,53,157
7,41,20,1,55,151
5,10,14,2,20,148
21,52,16,2,39,190
13,79,19,3,47,221
15,11,15,4,74,133
14,160,24,1,76,204
8,161,9,3,16,327
20,68,16,3,11,210
16,68,13,3,69,101
16,96,14,1,87,319
10,22,6,2,27,113
22,69,12,2,33,216
6,83,5,2,77,266
19,112,25,4,71,284
12,169,17,1,3,258
17,56,21,3,79,167
16,57,25,4,5,207
4,57,10,3,98,225
23,115,18,2,25,249
14,35,22,4,43,147
16,102,5,3,3,252
12,23,13,4,47,115
18,47,10,2,41,110
14,103,11,3,5,265
17,47,9,2,78,186
18,36,14,2,61,211
10,180,21,1,31,298
13,36,6,3,96,171
10,91,19,4,46,220
17,49,6,4,54,168
21,107,8,1,34,177
22,92,24,2,67,215
