p,r,w,v,T,d
10,0,18,8,59,79
12,2,14,6,29,199
9,1,12,2,19,134
14,3,10,1,50,131
17,2,20,7,5,133
9,1,19,14,42,162
18,2,11,10,25,69
10,2,10,10,49,138
17,9,25,12,62,74
18,10,20,6,13,109
16,9,6,4,51,199
16,13,25,8,78,120
19,6,18,8,7,35
11,6,8,1,13,127
11,17,8,14,75,227
19,5,16,6,26,160
17,4,12,8,7,126
14,13,6,3,19,123
15,2,22,1,48,233
13,12,8,3,90,106
25,21,11,14,2,199
10,26,18,11,66,201
16,20,17,2,76,113
13,11,6,4,74,129
13,18,7,4,77,129
16,19,21,10,60,195
15,32,21,10,71,137
11,33,15,9,98,158
20,7,10,10,91,152
6,31,18,8,75,238
22,55,25,5,18,226
14,11,23,5,57,197
17,4,21,13,41,127
13,12,10,3,46,142
15,62,16,10,48,182
21,43,20,7,70,108
21,33,10,13,67,175
9,68,9,11,76,221
21,19,20,6,81,145
10,5,24,2,9,112
16,10,21,9,50,131
9,25,22,13,7,196
12,32,5,10,38,153
12,79,11,5,21,203
3,27,7,13,98,154
22,55,17,6,19,196
18,11,14,5,52,113
16,43,6,12,68,153
14,29,16,14,60,173
18,30,6,7,64,226
12,38,10,5,26,172
10,6,25,11,68,118
15,32,24,12,93,212
19,40,15,13,14,146
21,13,18,3,78,204
15,50,12,8,20,142
15,68,14,9,97,283
10,69,8,8,9,89
16,35,21,3,10,97
5,29,17,7,93,172
5,64,5,6,4,105
17,74,16,10,16,121
14,66,20,14,10,99
10,77,19,11,51,275
13,78,17,14,48,184
19,59,19,2,40,208
18,16,8,13,27,164
14,24,18,11,43,101
11,124,20,3,74,264
17,25,25,9,91,118
13,26,19,1,100,180
18,26,12,4,78,168
9,77,19,2,84,184
19,67,14,13,61,131
13,79,15,14,74,200
20,9,18,6,36,116
15,28,14,2,42,161
22,82,22,2,25,214
26,19,11,9,54,134
20,10,13,7,35,136
17,146,22,5,60,298
8,62,19,1,81,173
15,100,6,3,85,301
17,10,22,10,64,107
15,10,24,6,26,122
14,10,12,9,66,41
15,79,17,12,41,264
21,93,19,11,14,232
7,94,20,2,57,162
17,108,24,3,22,260
6,11,23,8,90,102
22,166,17,1,94,283
23,84,23,9,72,226
12,23,22,5,35,128
16,23,9,10,25,136
21,116,25,11,100,190
8,47,7,10,63,157
13,74,24,2,99,281
13,119,21,6,68,270
17,48,7,7,26,216
24,49,23,9,86,129
10,92,15,5,51,202
15,25,6,14,35,85
19,188,16,4,57,325
16,95,20,11,56,133
18,51,13,11,47,134
10,39,15,7,1,146
14,52,6,1,6,219
17,39,22,3,39,163
18,66,20,13,87,127
20,40,23,8,70,98
18,68,21,2,62,198
16,204,9,4,56,328
15,69,13,4,100,215
25,42,11,12,57,190
17,210,6,9,78,318
10,71,25,10,54,210
24,89,18,3,43,144
9,90,17,14,52,160
16,91,22,1,52,175
13,15,14,7,19,127
14,44,7,13,69,107
11,74,12,2,67,115
21,131,5,8,8,268
21,30,9,1,75,160
9,114,22,12,74,184
13,96,24,12,99,278
11,135,14,13,14,247
14,31,22,1,99,215
16,31,18,7,33,94
12,63,13,14,96,188
12,140,15,11,69,357
17,16,15,11,82,109
18,16,17,7,99,128
19,245,11,1,3,446
10,49,14,3,40,83
18,124,16,3,53,218
18,17,24,10,21,117
12,105,25,4,18,134
22,85,11,5,54,273
14,34,13,6,95,97
9,69,7,10,50,217
17,35,20,1,52,85
12,109,18,1,22,321
8,110,20,10,15,218
5,154,8,8,47,252
7,267,21,10,84,399
24,268,16,10,37,454
17,135,25,14,6,205
20,36,18,13,98,180
22,160,7,13,60,287
18,138,18,10,70,263
17,185,24,10,88,276
16,74,12,12,65,243
16,19,23,5,4,129
23,94,12,3,57,219
17,76,5,11,78,134
19,19,25,9,3,194
20,120,6,6,64,220
13,194,22,6,35,246
21,78,19,4,46,207
11,98,14,4,46,190
18,197,22,5,7,400
15,20,9,3,37,109
17,299,11,13,73,434
18,301,22,9,74,443
25,61,20,6,32,225
10,127,10,5,53,216
11,82,20,9,55,195
13,21,14,2,20,165
17,103,16,5,39,236
20,156,19,10,47,303
12,21,15,1,74,138
20,316,24,6,76,365
13,318,9,11,16,487
23,133,16,9,11,276
17,134,13,4,69,168
14,189,14,14,87,407
21,43,6,14,27,144
19,136,12,11,33,278
21,164,5,10,77,359
12,220,25,4,71,383
12,332,17,5,3,420
13,111,21,14,79,216
15,112,25,9,5,260
8,113,10,3,98,283
14,226,18,4,25,349
13,68,22,13,43,178
17,200,5,6,3,349
16,46,13,3,47,141
16,93,10,2,41,153
20,203,11,11,5,369
15,93,9,13,78,229
14,70,14,2,61,239
21,354,21,7,31,482
3,71,6,1,96,194
20,179,19,3,46,317
9,96,6,14,54,205
14,211,8,5,34,274
8,182,24,3,67,289
