p,r,w,v,T,d
14,0,17,2,67,117
15,1,17,3,19,214
7,2,23,4,65,190
17,2,22,1,2,97
10,10,17,2,91,83
16,3,24,2,26,151
19,5,20,2,93,48
8,2,24,4,81,120
11,14,22,4,87,188
15,24,20,4,77,159
11,13,11,3,84,121
18,10,6,4,13,114
21,21,7,1,23,193
16,2,19,4,28,155
17,18,17,1,48,188
7,5,6,4,66,127
16,28,16,4,47,174
11,15,19,1,92,146
13,27,15,2,10,163
20,25,16,2,91,52
17,31,11,4,72,118
10,32,12,2,50,137
20,8,19,3,26,63
13,20,7,1,43,107
15,42,23,2,62,149
20,44,25,2,68,187
7,45,23,3,49,152
17,71,25,4,2,148
16,73,9,1,3,190
16,32,24,1,83,110
12,33,21,3,21,161
18,41,13,2,92,183
23,35,9,4,17,129
16,6,22,3,55,62
12,89,20,3,62,222
16,38,20,3,79,179
16,31,21,2,30,129
16,26,16,2,8,77
12,100,18,2,48,138
21,27,14,2,87,174
24,44,7,2,58,165
17,54,7,3,18,164
4,46,24,3,36,97
15,47,7,2,75,213
12,115,5,3,6,251
15,39,21,3,4,133
14,32,18,1,89,110
15,51,10,4,9,165
8,73,20,2,88,210
20,43,17,4,45,155
21,76,22,2,78,198
15,9,21,4,78,153
21,68,7,1,40,228
14,93,23,2,21,301
15,28,15,2,70,92
21,72,13,3,36,264
15,10,6,2,85,93
18,20,23,4,79,92
15,30,19,2,32,201
18,90,21,3,28,247
11,10,10,2,36,127
11,80,9,1,28,217
10,11,25,1,19,126
16,22,10,2,56,138
11,45,13,1,1,130
5,113,15,3,74,252
16,23,20,1,31,141
11,23,12,4,35,39
15,178,12,1,9,285
21,75,11,2,96,125
20,37,16,1,83,143
13,50,20,3,6,136
19,126,21,2,100,158
13,25,21,2,53,134
20,97,6,2,2,243
12,115,5,4,21,180
10,199,13,1,92,217
14,134,5,2,4,258
15,68,13,4,47,168
16,14,20,4,20,108
14,42,24,4,90,225
12,28,21,2,79,50
14,143,15,4,28,308
13,72,25,3,60,140
14,147,10,3,49,306
8,74,9,3,82,131
13,94,18,1,18,217
10,30,11,3,66,108
17,46,25,3,58,166
8,233,8,1,24,403
10,63,5,1,45,181
12,139,6,4,64,236
12,32,21,2,19,153
13,16,22,3,97,127
12,49,14,3,53,109
5,104,12,4,23,270
9,50,10,4,30,231
10,34,24,1,27,71
25,150,13,4,27,254
10,259,15,1,21,308
23,175,7,2,97,283
19,132,10,4,39,244
14,89,5,4,38,146
13,72,5,4,3,153
25,136,19,3,23,309
12,37,23,2,15,145
11,19,13,3,49,154
19,187,16,4,87,317
15,165,25,2,29,232
13,19,14,1,78,150
20,38,13,4,6,87
10,291,5,2,9,403
23,20,20,3,84,135
18,79,11,3,98,240
9,60,9,4,47,121
10,40,20,3,93,189
10,127,20,2,78,272
20,128,17,4,68,294
9,21,12,2,10,39
14,104,7,1,77,184
11,105,5,4,22,191
17,63,19,3,84,151
17,186,22,4,27,217
11,86,15,2,27,127
17,22,16,2,22,125
11,164,15,2,39,350
13,66,23,3,67,207
9,89,19,2,51,148
17,22,5,3,49,179
15,169,20,1,42,296
19,340,9,3,19,440
5,46,8,1,66,166
6,115,6,3,63,311
19,46,13,1,19,150
11,175,11,2,41,195
19,147,23,4,73,259
14,148,10,3,11,284
13,239,5,4,8,267
12,211,24,1,47,343
14,364,24,1,31,498
15,98,15,1,28,173
15,369,9,2,43,424
12,74,20,2,27,243
15,75,8,1,27,245
6,220,20,3,81,355
16,253,23,2,12,413
14,255,15,2,8,352
14,385,13,2,92,584
13,129,18,1,74,227
16,104,5,3,58,287
15,164,15,3,20,286
14,132,11,1,45,155
14,265,16,2,55,336
14,401,24,1,99,512
19,168,25,1,63,312
12,203,12,1,55,285
8,272,21,1,5,425
24,55,16,1,16,127
17,110,8,4,9,226
8,83,17,4,3,236
12,244,21,4,88,349
10,246,12,4,32,337
11,247,13,3,23,372
16,285,23,4,29,408
12,86,6,4,87,159
16,115,13,2,65,262
24,217,14,3,77,362
19,219,15,1,95,343
17,293,9,4,44,412
16,118,15,2,30,158
23,89,7,1,15,160
16,187,22,4,59,382
20,60,21,1,10,153
11,151,21,3,11,282
10,266,15,4,52,342
17,229,11,4,1,350
16,61,25,2,58,258
21,232,19,3,57,363
15,93,8,2,48,220
15,156,14,3,77,283
14,94,14,1,31,114
15,126,9,3,77,187
19,95,21,3,33,242
18,32,12,3,83,127
8,281,7,3,42,396
17,202,16,4,98,315
20,97,9,1,24,161
21,204,9,4,17,336
12,287,7,1,35,352
17,33,23,2,49,140
13,166,6,4,84,254
16,33,16,3,73,124
17,134,16,3,56,325
18,295,17,2,60,408
15,34,13,3,38,125
11,298,8,2,76,439
3,137,7,4,16,242
11,258,6,1,46,358
18,35,6,4,95,221
20,104,14,2,79,155
