p,r,w,v,T,d
18,0,22,4,86,48
12,1,10,6,74,101
14,1,23,12,53,120
24,2,5,12,44,142
22,4,9,7,75,154
8,3,17,5,24,161
12,7,24,2,44,177
10,5,11,11,38,157
13,14,18,3,6,151
16,4,21,14,29,29
4,18,22,6,7,110
7,6,6,9,6,108
9,12,24,1,17,138
14,6,15,11,23,121
15,5,15,11,83,54
4,11,24,3,64,97
17,12,21,6,23,164
18,10,12,11,25,145
11,6,9,10,43,72
24,17,17,14,85,117
15,2,25,5,43,57
11,22,25,14,6,217
24,39,13,9,96,119
13,27,24,4,4,123
12,28,25,3,80,92
13,12,7,11,26,151
8,9,17,3,77,100
9,24,5,10,3,144
8,3,15,12,94,67
16,7,19,1,62,81
10,53,25,5,71,243
16,54,10,4,58,162
13,56,25,8,29,169
26,39,21,3,98,132
18,30,16,12,78,114
13,4,12,10,61,69
15,17,6,12,57,128
15,9,18,5,67,107
21,13,9,7,58,81
8,46,12,9,83,148
7,29,19,6,74,138
18,14,21,9,25,128
13,10,16,8,90,220
11,20,25,2,83,127
20,21,17,1,17,173
15,33,24,1,69,99
14,27,17,2,12,154
14,83,23,7,94,201
14,22,14,10,66,129
21,50,22,7,18,185
18,37,11,14,16,113
9,24,24,11,9,229
20,61,15,12,37,109
13,54,19,10,24,149
18,32,19,14,34,80
14,64,15,7,57,280
18,13,7,11,75,95
17,50,16,3,2,199
19,68,22,10,78,199
18,60,11,2,19,199
16,28,10,13,35,254
17,21,9,6,90,134
21,64,16,10,80,135
14,65,9,10,6,178
18,56,17,2,4,178
10,38,23,3,40,134
16,23,10,2,63,64
18,59,14,14,47,161
12,80,7,2,97,244
19,71,15,8,6,97
12,61,17,13,61,178
17,52,25,11,64,154
14,34,19,3,100,70
6,26,22,1,33,59
12,43,17,12,41,174
14,132,10,13,67,248
11,67,19,7,47,86
12,45,12,1,11,71
13,9,5,12,57,28
17,81,18,10,24,209
18,70,14,2,89,222
17,19,20,10,57,126
17,48,24,13,42,168
5,97,16,12,52,173
18,10,25,12,53,210
14,20,12,4,22,108
11,151,17,10,78,336
15,51,13,2,40,205
10,21,9,13,39,166
23,91,23,12,80,191
19,66,8,4,24,94
17,32,7,5,99,57
11,162,8,10,53,253
14,68,17,5,41,168
17,44,10,8,33,143
12,167,23,11,31,332
14,169,19,7,39,249
20,45,12,5,53,248
13,11,24,6,82,170
21,101,23,7,86,251
16,12,9,4,41,144
19,103,16,13,10,212
15,75,23,8,48,246
14,106,16,12,87,304
18,37,9,12,42,175
20,37,7,7,93,214
19,62,21,11,78,206
5,63,18,10,60,150
23,111,10,1,66,206
17,112,6,13,59,230
9,26,23,14,77,185
17,13,15,3,76,114
8,13,25,3,46,148
11,99,19,11,30,261
13,83,15,7,6,298
15,27,13,2,88,105
13,136,16,10,15,272
21,14,16,13,47,192
21,207,23,6,71,397
11,139,18,7,28,315
24,123,8,4,1,208
22,106,7,10,88,260
6,214,20,12,87,345
12,43,13,7,37,159
16,145,21,5,94,370
9,91,7,13,44,204
18,44,24,6,14,84
14,93,6,7,97,176
5,30,12,8,94,50
8,30,19,9,3,139
17,95,9,10,44,218
19,31,6,4,43,116
14,77,15,11,77,251
16,62,25,13,18,146
12,98,5,7,46,133
16,99,15,11,100,200
14,16,8,14,86,164
12,64,10,4,39,221
23,65,16,1,82,139
12,163,12,3,31,299
18,102,21,14,48,324
10,17,6,2,12,125
24,17,10,6,58,140
21,84,18,10,48,217
20,17,10,12,39,47
18,85,21,6,47,246
15,150,11,13,22,309
17,258,24,10,25,369
19,52,15,5,79,134
12,262,10,7,31,284
25,88,20,3,38,179
15,265,18,12,81,365
20,89,18,13,64,299
22,18,11,9,22,139
8,54,6,11,28,234
19,181,18,1,54,335
7,18,8,6,73,147
16,115,13,5,10,260
8,18,25,13,89,191
13,56,18,9,65,153
13,140,21,13,25,201
14,57,15,11,24,149
22,38,6,3,92,66
17,38,22,3,45,183
14,168,16,10,70,212
25,39,14,12,76,172
20,146,14,14,62,234
11,78,8,12,31,168
17,197,8,4,20,279
8,198,5,2,34,237
10,40,15,10,41,195
11,175,25,6,2,343
15,20,10,9,46,203
12,61,5,9,43,191
14,204,25,7,11,385
23,102,23,3,69,191
14,206,16,7,18,352
9,83,17,2,5,241
9,182,10,4,52,324
13,42,17,9,48,148
14,63,23,9,34,224
19,159,17,6,19,313
1,21,23,7,72,133
12,107,22,13,17,267
5,323,19,13,59,431
16,162,20,13,22,283
10,22,22,5,43,42
14,164,16,10,34,236
16,193,16,13,49,335
21,44,18,9,2,187
20,44,5,9,15,253
10,168,19,1,66,282
2,225,6,4,34,364
7,90,18,12,46,283
17,91,5,8,43,231
16,23,22,1,17,127
12,69,17,2,85,209
13,346,18,3,14,448
12,232,22,7,50,370
16,175,16,4,20,377
